Customer_ID,Age,Gender,Location,Annual_Income,Total_Purchases,Total_Spending,Average_Order_Value,Purchase_Frequency,Recency,Product_Category,Online_Orders
C0330,28,Male,Hyderabad,60149.63,11,6992.62,635.69,11,51,Electronics,4
C0331,37,Male,Bengaluru,33983.4,4,1607.37,401.84,4,95,Grocery,0
C0332,43,Male,Mumbai,49178.17,9,9578.92,1064.32,9,94,Home,4
C0333,22,Male,Bengaluru,76569.93,17,15309.56,900.56,17,24,Fashion,7
C0334,30,Male,Hyderabad,57911.65,11,6070.0,551.82,11,45,Electronics,1
C0335,28,Female,Hyderabad,34263.67,5,2530.46,506.09,5,117,Electronics,2
C0336,43,Female,Delhi,72992.2,7,12721.45,1817.35,7,80,Fashion,5
C0337,38,Male,Hyderabad,87140.63,20,16345.99,817.3,20,20,Grocery,10
C0338,49,Male,Delhi,53123.42,7,5571.35,795.91,7,60,Home,4
C0339,30,Female,Chennai,30472.35,7,2043.8,291.97,7,132,Home,2
C0340,29,Male,Mumbai,54873.48,10,9296.63,929.66,10,82,Home,4
C0341,38,Female,Hyderabad,101087.59,18,15559.97,864.44,18,7,Grocery,8
C0342,20,Male,Hyderabad,61353.84,12,8762.37,730.2,12,59,Electronics,1
C0343,21,Female,Bengaluru,40553.1,6,2271.43,378.57,6,113,Fashion,0
C0344,27,Male,Mumbai,58590.43,5,10707.42,2141.48,5,78,Electronics,3
C0345,37,Male,Mumbai,79230.27,23,15970.09,694.35,23,14,Fashion,8
C0346,43,Male,Chennai,64350.12,9,7467.58,829.73,9,60,Home,4
C0347,45,Female,Delhi,36136.71,3,2345.96,781.99,3,142,Fashion,0
C0348,41,Female,Bengaluru,66223.92,9,10473.25,1163.69,9,93,Home,3
C0349,39,Male,Hyderabad,99634.21,19,16862.43,887.5,19,11,Electronics,9
C0350,47,Female,Delhi,37001.17,12,10633.53,886.13,12,55,Fashion,3
C0351,18,Female,Bengaluru,42271.08,3,2587.45,862.48,3,110,Grocery,1
C0352,26,Female,Delhi,51017.25,7,6142.68,877.53,7,82,Grocery,3
C0353,37,Male,Delhi,72914.46,22,18039.17,819.96,22,15,Grocery,9
C0354,46,Female,Chennai,58988.24,12,8092.2,674.35,12,68,Fashion,0
C0355,74,Male,Bengaluru,35448.18,2,2722.89,1361.45,2,118,Electronics,0
C0356,29,Male,Bengaluru,75985.98,6,8457.04,1409.51,6,85,Home,4
C0357,22,Female,Delhi,98970.38,21,15416.43,734.12,21,25,Home,8
C0358,32,Female,Chennai,52233.47,11,8005.74,727.79,11,42,Home,0
C0359,47,Male,Delhi,39322.3,3,2162.66,720.89,3,132,Home,0
C0360,34,Male,Bengaluru,64651.11,5,9499.16,1899.83,5,58,Electronics,5
C0361,52,Female,Bengaluru,85216.04,19,13819.71,727.35,19,10,Grocery,8
C0362,34,Female,Delhi,74695.01,14,7624.68,544.62,14,43,Grocery,5
C0363,18,Female,Hyderabad,25789.52,4,2800.12,700.03,4,101,Fashion,4
C0364,36,Male,Bengaluru,66159.75,4,11813.98,2953.49,4,96,Fashion,2
C0365,32,Male,Mumbai,94184.26,21,17670.25,841.44,21,10,Home,10
C0366,18,Male,Chennai,65117.08,10,7495.73,749.57,10,55,Electronics,5
C0367,28,Male,Delhi,37638.96,8,2744.79,343.1,8,102,Electronics,3
C0368,40,Female,Chennai,66860.2,10,9880.57,988.06,10,91,Electronics,2
C0369,18,Female,Hyderabad,104282.34,21,17307.89,824.19,21,1,Grocery,3
C0370,50,Male,Bengaluru,52675.74,11,7591.33,690.12,11,85,Home,4
C0371,29,Male,Delhi,36390.33,1,2218.09,2218.09,1,125,Grocery,0
C0372,60,Male,Hyderabad,77800.95,6,12615.53,2102.59,6,85,Fashion,0
C0373,40,Female,Delhi,90420.98,20,20369.62,1018.48,20,22,Home,6
C0374,33,Male,Mumbai,50897.2,15,6818.99,454.6,15,30,Electronics,7
C0375,31,Female,Chennai,31545.8,6,2775.21,462.54,6,119,Fashion,2
C0376,48,Female,Bengaluru,74935.47,7,8214.38,1173.48,7,78,Grocery,2
C0377,65,Female,Mumbai,89132.85,24,17046.85,710.29,24,30,Fashion,9
C0378,52,Female,Mumbai,47640.38,12,5837.79,486.48,12,52,Electronics,2
C0379,44,Female,Mumbai,40330.65,7,3535.91,505.13,7,81,Fashion,3
C0380,49,Female,Hyderabad,81734.74,8,8043.57,1005.45,8,82,Grocery,4
C0381,24,Female,Bengaluru,77953.52,19,20735.94,1091.37,19,26,Fashion,6
C0382,44,Female,Delhi,51663.83,12,5806.77,483.9,12,43,Electronics,4
C0383,38,Female,Chennai,34407.11,7,2498.28,356.9,7,90,Fashion,3
C0384,43,Female,Mumbai,52817.36,11,11100.11,1009.1,11,83,Electronics,4
C0385,43,Female,Bengaluru,77196.19,23,23901.63,1039.2,23,29,Home,8
C0386,45,Male,Chennai,51449.74,13,8463.74,651.06,13,49,Electronics,3
C0387,51,Male,Mumbai,40745.82,2,2978.73,1489.36,2,115,Home,2
C0388,47,Female,Hyderabad,63106.76,10,9093.11,909.31,10,97,Electronics,0
C0389,59,Female,Hyderabad,71896.2,21,18611.65,886.27,21,18,Electronics,6
C0390,45,Female,Chennai,49922.24,9,8791.17,976.8,9,53,Home,7
C0391,33,Female,Chennai,27924.46,2,2379.33,1189.67,2,97,Home,2
C0392,30,Male,Mumbai,58462.01,8,12171.47,1521.43,8,88,Grocery,2
C0393,41,Female,Delhi,88588.5,22,20579.66,935.44,22,28,Home,6
C0394,21,Female,Chennai,62292.18,9,9657.2,1073.02,9,58,Fashion,5
C0395,41,Female,Hyderabad,39245.45,7,2298.84,328.41,7,116,Fashion,1
C0396,47,Male,Bengaluru,75739.92,8,8828.58,1103.57,8,75,Home,7
C0397,42,Female,Mumbai,95242.94,21,23739.41,1130.45,21,27,Electronics,9
C0398,32,Male,Mumbai,37518.53,12,7314.16,609.51,12,58,Home,3
C0399,39,Female,Mumbai,29817.29,4,2218.86,554.72,4,106,Grocery,1
C0400,18,Female,Bengaluru,54611.49,5,10742.3,2148.46,5,72,Electronics,1
C0401,57,Female,Mumbai,86645.07,21,15662.43,745.83,21,34,Home,8
C0402,44,Male,Mumbai,44768.23,9,7026.91,780.77,9,35,Fashion,0
C0403,18,Female,Delhi,41164.67,5,2640.56,528.11,5,119,Electronics,0
C0404,38,Male,Chennai,67958.39,8,11334.83,1416.85,8,90,Grocery,7
C0405,20,Female,Delhi,102990.81,21,18232.24,868.2,21,10,Home,7
C0406,18,Male,Chennai,71241.19,13,7818.1,601.39,13,71,Home,6
C0407,40,Female,Mumbai,37550.44,6,3335.52,555.92,6,103,Home,0
C0408,18,Male,Hyderabad,62518.16,7,12027.87,1718.27,7,104,Electronics,5
C0409,40,Female,Delhi,73752.01,22,16157.1,734.41,22,27,Electronics,8
C0410,28,Male,Hyderabad,61574.66,12,9853.03,821.09,12,46,Grocery,3
C0411,40,Male,Bengaluru,37294.13,4,2156.99,539.25,4,107,Fashion,3
C0412,19,Female,Hyderabad,42069.14,10,8441.98,844.2,10,54,Home,6
C0413,39,Male,Mumbai,82122.98,21,19688.58,937.55,21,32,Electronics,7
C0414,25,Male,Mumbai,44750.87,12,7191.95,599.33,12,55,Home,1
C0415,23,Male,Mumbai,41319.48,4,3236.53,809.13,4,115,Fashion,0
C0416,33,Female,Chennai,55466.5,6,8948.04,1491.34,6,83,Electronics,3
C0417,26,Male,Mumbai,65336.79,21,11890.17,566.2,21,22,Electronics,4
C0418,58,Male,Mumbai,42964.46,13,6485.12,498.86,13,55,Fashion,0
C0419,36,Male,Mumbai,23610.3,3,2199.61,733.2,3,97,Fashion,0
C0420,45,Male,Bengaluru,61701.09,9,7659.14,851.02,9,73,Electronics,5
C0421,34,Male,Delhi,97046.66,24,17542.58,730.94,24,10,Electronics,10
C0422,29,Female,Chennai,46448.22,9,7714.01,857.11,9,69,Fashion,0
C0423,43,Male,Hyderabad,35911.7,5,3738.35,747.67,5,97,Home,4
C0424,48,Female,Bengaluru,81796.61,9,8248.92,916.55,9,93,Electronics,0
C0425,48,Male,Chennai,86257.16,24,17870.88,744.62,24,38,Electronics,4
C0426,45,Male,Mumbai,49203.02,11,6506.79,591.53,11,62,Home,2
C0427,43,Male,Hyderabad,33396.98,2,2553.48,1276.74,2,114,Grocery,2
C0428,35,Male,Chennai,65530.23,11,8736.84,794.26,11,66,Grocery,5
C0429,56,Female,Hyderabad,76121.37,23,21934.25,953.66,23,17,Fashion,10
C0430,31,Male,Hyderabad,61951.45,9,9332.9,1036.99,9,39,Home,3
C0431,23,Male,Delhi,28211.1,7,2008.26,286.89,7,108,Home,3
C0432,43,Female,Mumbai,60257.35,8,11442.13,1430.27,8,78,Electronics,3
C0433,35,Female,Chennai,75876.1,21,14749.95,702.38,21,29,Fashion,6
C0434,18,Male,Hyderabad,55513.91,15,6163.08,410.87,15,73,Fashion,5
C0435,41,Male,Chennai,32411.75,4,2196.96,549.24,4,122,Grocery,3
C0436,31,Male,Bengaluru,59014.88,8,11289.44,1411.18,8,97,Home,3
C0437,22,Male,Delhi,63411.69,22,20809.01,945.86,22,16,Grocery,9
C0438,18,Female,Bengaluru,64253.69,7,7968.24,1138.32,7,57,Electronics,3
C0439,38,Female,Hyderabad,33039.53,6,2984.21,497.37,6,122,Grocery,1
C0440,30,Male,Bengaluru,61672.69,9,11204.44,1244.94,9,76,Fashion,3
C0441,18,Male,Bengaluru,106099.8,21,20790.69,990.03,21,24,Home,9
C0442,32,Male,Delhi,47988.18,13,7734.38,594.95,13,51,Home,2
C0443,50,Female,Delhi,38821.12,5,2482.95,496.59,5,121,Grocery,2
C0444,30,Male,Mumbai,60675.43,11,11368.34,1033.49,11,84,Electronics,3
C0445,41,Male,Chennai,100857.83,21,17312.92,824.42,21,26,Grocery,8
C0446,39,Female,Hyderabad,59956.0,14,10620.14,758.58,14,36,Fashion,3
C0447,42,Female,Bengaluru,36824.38,7,1689.92,241.42,7,87,Fashion,1
C0448,41,Male,Bengaluru,78019.87,5,8409.58,1681.92,5,68,Home,5
C0449,36,Male,Delhi,69890.99,22,16665.4,757.52,22,40,Grocery,6
C0450,37,Female,Chennai,57363.05,12,8102.41,675.2,12,52,Home,4
C0451,50,Male,Hyderabad,43062.49,5,2922.85,584.57,5,110,Grocery,2
C0452,53,Female,Chennai,70753.11,6,11197.84,1866.31,6,93,Electronics,5
C0453,40,Female,Bengaluru,77214.76,22,15345.94,697.54,22,1,Grocery,8
C0454,18,Male,Mumbai,63280.39,13,8885.88,683.53,13,43,Electronics,0
C0455,38,Female,Mumbai,27873.72,7,2245.05,320.72,7,100,Home,0
C0456,37,Female,Hyderabad,84614.19,8,7304.72,913.09,8,74,Electronics,4
C0457,28,Female,Hyderabad,84454.42,21,12317.63,586.55,21,32,Electronics,9
C0458,38,Non-binary,Hyderabad,40635.14,12,6631.17,552.6,12,61,Home,2
C0459,39,Male,Delhi,31347.11,4,3039.5,759.88,4,112,Fashion,0
C0460,41,Male,Bengaluru,70662.4,9,7164.82,796.09,9,72,Electronics,4
C0461,33,Female,Chennai,57330.16,23,15151.96,658.78,23,21,Grocery,7
C0462,45,Male,Mumbai,60129.47,8,6337.25,792.16,8,59,Fashion,2
C0463,36,Female,Chennai,42212.26,6,3006.69,501.12,6,113,Electronics,0
C0464,28,Male,Hyderabad,62866.15,6,12910.79,2151.8,6,81,Fashion,2
C0465,32,Female,Hyderabad,107831.3,23,20040.73,871.34,23,45,Fashion,5
C0466,52,Male,Chennai,60077.92,11,8151.02,741.0,11,48,Electronics,2
C0467,52,Female,Mumbai,41311.49,4,2422.31,605.58,4,112,Fashion,2
C0468,38,Male,Bengaluru,63880.68,5,10151.66,2030.33,5,85,Home,3
C0469,27,Female,Chennai,93649.98,20,17306.14,865.31,20,40,Home,10
C0470,41,Male,Bengaluru,51684.51,12,6518.85,543.24,12,56,Grocery,3
C0471,43,Non-binary,Bengaluru,33447.68,4,3095.12,773.78,4,136,Electronics,2
C0472,31,Female,Chennai,56521.33,8,10007.75,1250.97,8,67,Grocery,2
C0473,40,Female,Bengaluru,91368.21,21,9462.0,450.57,21,1,Grocery,11
C0474,47,Male,Hyderabad,38049.87,12,6053.89,504.49,12,40,Home,2
C0475,29,Male,Delhi,36747.43,5,3026.05,605.21,5,119,Grocery,0
C0476,38,Female,Delhi,73955.91,8,11401.34,1425.17,8,80,Electronics,1
C0477,50,Female,Chennai,76997.96,23,25851.01,1123.96,23,25,Grocery,8
C0478,33,Female,Chennai,54553.08,11,4511.66,410.15,11,56,Home,5
C0479,45,Female,Bengaluru,39946.09,4,2540.54,635.13,4,115,Electronics,0
C0480,34,Female,Chennai,39728.89,7,10603.74,1514.82,7,90,Electronics,4
C0481,32,Male,Delhi,93578.19,20,16230.87,811.54,20,22,Electronics,7
C0482,73,Male,Bengaluru,40025.04,13,6627.69,509.82,13,50,Grocery,1
C0483,61,Male,Bengaluru,36260.31,3,2433.98,811.33,3,96,Electronics,0
C0484,43,Female,Mumbai,75714.19,6,9916.39,1652.73,6,78,Fashion,4
C0485,43,Female,Delhi,87376.73,20,24545.98,1227.3,20,19,Grocery,9
C0486,49,Female,Hyderabad,58301.7,11,6040.41,549.13,11,45,Fashion,0
C0487,35,Male,Delhi,40531.02,4,2681.94,670.49,4,111,Electronics,0
C0488,18,Male,Mumbai,77315.93,7,5142.88,734.7,7,84,Electronics,6
C0489,33,Male,Delhi,85913.62,25,15040.18,601.61,25,12,Fashion,6
C0490,21,Female,Mumbai,57154.08,11,9360.95,851.0,11,53,Electronics,0
C0491,47,Male,Mumbai,23423.19,6,2848.35,474.72,6,94,Fashion,0
C0492,46,Male,Delhi,62814.89,8,10309.58,1288.7,8,86,Grocery,7
C0493,33,Female,Mumbai,85793.0,20,20395.09,1019.75,20,26,Fashion,4
C0494,62,Male,Delhi,49453.93,15,9363.77,624.25,15,62,Grocery,1
C0495,51,Male,Bengaluru,38394.65,8,2586.19,323.27,8,95,Electronics,0
C0496,23,Female,Hyderabad,72080.43,7,9245.35,1320.76,7,88,Fashion,4
C0497,18,Female,Delhi,62180.49,20,19819.64,990.98,20,43,Fashion,6
C0498,40,Male,Chennai,51617.2,14,7095.78,506.84,14,47,Fashion,5
C0499,25,Male,Delhi,40762.86,6,2754.43,459.07,6,123,Grocery,2
C0500,47,Male,Hyderabad,68516.18,9,7962.62,884.74,9,84,Electronics,5
C0501,55,Female,Mumbai,90420.0,20,18902.36,945.12,20,15,Fashion,9
C0502,21,Male,Mumbai,48953.84,8,6098.62,762.33,8,54,Fashion,2
C0503,30,Male,Mumbai,29705.05,3,2891.69,963.9,3,114,Fashion,3
C0504,30,Female,Mumbai,67722.64,10,12114.9,1211.49,10,85,Electronics,5
C0505,33,Female,Bengaluru,63671.09,23,17367.22,755.1,23,46,Electronics,7
C0506,33,Male,Hyderabad,47619.2,14,7571.45,540.82,14,51,Home,1
C0507,41,Non-binary,Chennai,43709.81,5,2672.71,534.54,5,96,Grocery,1
C0508,53,Female,Hyderabad,86039.27,10,9407.82,940.78,10,90,Grocery,1
C0509,25,Male,Chennai,88966.18,21,18002.27,857.25,21,2,Home,4
C0510,33,Male,Delhi,41826.22,14,7842.63,560.19,14,55,Fashion,7
C0511,37,Female,Mumbai,39691.9,3,2990.19,996.73,3,124,Fashion,0
C0512,24,Male,Bengaluru,58028.97,11,10197.73,927.07,11,88,Home,5
C0513,47,Female,Delhi,97255.62,25,23186.65,927.47,25,30,Electronics,9
C0514,54,Female,Chennai,52548.17,10,9046.88,904.69,10,24,Electronics,0
C0515,38,Male,Bengaluru,31249.96,5,2855.1,571.02,5,118,Electronics,2
C0516,33,Male,Bengaluru,64878.17,6,11205.99,1867.66,6,53,Grocery,6
C0517,37,Male,Chennai,83368.79,19,19067.42,1003.55,19,21,Home,9
C0518,33,Female,Delhi,58741.23,14,7822.19,558.73,14,46,Electronics,4
C0519,38,Male,Mumbai,40438.63,1,3023.82,3023.82,1,126,Fashion,0
C0520,44,Male,Delhi,58702.74,5,10993.15,2198.63,5,86,Fashion,1
C0521,28,Female,Chennai,71009.08,19,16468.75,866.78,19,27,Electronics,9
C0522,21,Female,Delhi,60321.91,11,6392.91,581.17,11,59,Grocery,8
C0523,30,Female,Delhi,33319.48,2,2968.97,1484.48,2,118,Home,0
C0524,41,Male,Mumbai,49587.55,6,7653.62,1275.6,6,62,Fashion,4
C0525,40,Male,Bengaluru,122168.07,22,14840.45,674.57,22,9,Home,10
C0526,27,Female,Delhi,48301.3,12,7624.27,635.36,12,61,Electronics,4
C0527,36,Male,Hyderabad,30220.81,5,2924.71,584.94,5,104,Fashion,0
C0528,51,Female,Hyderabad,53141.96,8,8823.35,1102.92,8,80,Home,4
C0529,45,Male,Mumbai,107919.63,23,20402.61,887.07,23,21,Fashion,7
C0530,29,Female,Bengaluru,62946.62,15,8443.12,562.87,15,44,Fashion,1
C0531,48,Female,Chennai,32868.72,2,1861.78,930.89,2,123,Electronics,0
C0532,58,Male,Chennai,72590.18,10,12026.6,1202.66,10,55,Fashion,8
C0533,43,Female,Mumbai,75090.2,21,17477.56,832.26,21,14,Electronics,10
C0534,29,Female,Chennai,54669.97,12,7032.85,586.07,12,54,Fashion,0
C0535,38,Female,Delhi,43503.48,3,1681.79,560.6,3,104,Electronics,3
C0536,33,Female,Hyderabad,57501.07,5,9882.49,1976.5,5,56,Electronics,2
C0537,58,Female,Delhi,93723.88,20,15071.15,753.56,20,23,Home,7
C0538,42,Male,Delhi,42790.64,10,8095.78,809.58,10,64,Electronics,0
C0539,32,Female,Chennai,34889.28,1,1763.31,1763.31,1,105,Home,1
C0540,46,Non-binary,Bengaluru,62109.73,4,10001.28,2500.32,4,75,Fashion,0
C0541,44,Female,Mumbai,71026.35,21,18078.1,860.86,21,24,Grocery,5
C0542,36,Male,Hyderabad,45955.71,15,5431.44,362.1,15,57,Grocery,2
C0543,52,Female,Chennai,25929.51,3,2693.81,897.94,3,93,Home,0
C0544,25,Male,Hyderabad,84896.87,4,11214.78,2803.69,4,92,Electronics,2
C0545,23,Female,Hyderabad,80411.43,22,17051.88,775.09,22,26,Home,8
C0546,52,Female,Delhi,53522.04,11,7228.12,657.1,11,61,Grocery,2
C0547,24,Female,Hyderabad,36591.77,1,3103.82,3103.82,1,130,Fashion,1
C0548,19,Male,Chennai,60767.37,7,11690.41,1670.06,7,85,Home,0
C0549,47,Male,Chennai,99683.77,24,21534.01,897.25,24,16,Home,4
C0550,18,Male,Chennai,48942.35,11,7449.55,677.23,11,69,Grocery,1
C0551,28,Male,Delhi,33096.71,3,2790.05,930.02,3,119,Electronics,0
C0552,18,Female,Bengaluru,63712.78,6,11115.53,1852.59,6,90,Fashion,2
C0553,56,Female,Delhi,96619.11,22,16762.2,761.92,22,23,Fashion,8
C0554,30,Female,Hyderabad,56016.93,11,8004.33,727.67,11,56,Electronics,2
C0555,29,Male,Bengaluru,22643.36,4,2649.96,662.49,4,118,Home,0
C0556,33,Female,Bengaluru,57732.32,8,7374.34,921.79,8,83,Grocery,3
C0557,30,Female,Hyderabad,87399.96,20,11107.84,555.39,20,1,Home,8
C0558,41,Female,Delhi,38513.81,13,8677.78,667.52,13,75,Electronics,2
C0559,36,Female,Bengaluru,42161.8,5,2395.19,479.04,5,107,Home,1
C0560,38,Female,Mumbai,69264.1,3,7110.18,2370.06,3,97,Electronics,3
C0561,38,Female,Bengaluru,76006.19,20,19335.34,966.77,20,22,Fashion,11
C0562,33,Non-binary,Chennai,55614.42,16,9615.04,600.94,16,45,Electronics,3
C0563,38,Female,Delhi,39632.27,3,1584.3,528.1,3,103,Home,0
C0564,54,Male,Bengaluru,78152.52,6,14021.23,2336.87,6,74,Electronics,1
C0565,43,Male,Chennai,87513.09,23,18638.11,810.35,23,13,Fashion,10
C0566,40,Female,Mumbai,52362.82,9,8882.96,987.0,9,67,Home,7
C0567,24,Male,Delhi,40122.7,4,2391.56,597.89,4,123,Electronics,0
C0568,31,Female,Delhi,59865.9,10,11454.61,1145.46,10,67,Grocery,1
C0569,18,Female,Delhi,114779.84,22,16673.43,757.88,22,27,Fashion,8
C0570,33,Female,Chennai,39496.09,11,8214.66,746.79,11,54,Home,7
C0571,18,Non-binary,Chennai,27326.65,7,3370.86,481.55,7,140,Electronics,4
C0572,44,Non-binary,Chennai,74604.84,6,9316.66,1552.78,6,80,Grocery,3
C0573,43,Female,Chennai,93428.17,22,18954.93,861.59,22,24,Electronics,6
C0574,24,Non-binary,Bengaluru,63246.62,10,8488.13,848.81,10,52,Electronics,4
C0575,28,Male,Mumbai,33139.01,3,2331.67,777.22,3,93,Home,2
C0576,26,Male,Mumbai,71861.8,9,10302.79,1144.75,9,75,Grocery,4
C0577,40,Male,Delhi,99263.15,23,24684.01,1073.22,23,10,Fashion,11
C0578,42,Female,Chennai,54516.93,11,7049.33,640.85,11,38,Electronics,4
C0579,34,Female,Mumbai,32709.57,3,2531.99,844.0,3,124,Grocery,0
C0580,64,Male,Bengaluru,63744.28,1,9891.75,9891.75,1,76,Grocery,1
C0581,34,Male,Bengaluru,74418.79,21,18125.42,863.12,21,8,Fashion,5
C0582,37,Female,Chennai,45205.04,9,4636.93,515.21,9,61,Fashion,2
C0583,41,Male,Delhi,32600.46,7,2716.75,388.11,7,126,Electronics,2
C0584,43,Male,Mumbai,66336.6,6,9450.0,1575.0,6,95,Electronics,2
C0585,42,Female,Chennai,87132.71,19,14250.94,750.05,19,29,Grocery,8
C0586,29,Male,Chennai,29906.67,10,6571.29,657.13,10,57,Fashion,5
C0587,58,Female,Hyderabad,35685.34,6,2666.14,444.36,6,115,Grocery,1
C0588,43,Male,Chennai,73791.69,4,9699.94,2424.99,4,63,Grocery,4
C0589,43,Male,Bengaluru,97118.32,26,19070.33,733.47,26,62,Electronics,10
C0590,35,Female,Chennai,56837.38,14,7380.5,527.18,14,70,Electronics,2
C0591,46,Female,Mumbai,38223.94,8,2589.44,323.68,8,104,Electronics,2
C0592,38,Female,Bengaluru,72478.13,9,7611.41,845.71,9,81,Electronics,2
C0593,45,Female,Bengaluru,100578.98,19,19267.17,1014.06,19,19,Home,8
C0594,41,Female,Chennai,38620.96,14,6398.53,457.04,14,37,Home,4
C0595,26,Female,Hyderabad,44943.18,4,2080.7,520.18,4,113,Electronics,0
C0596,31,Male,Bengaluru,54016.95,8,8746.63,1093.33,8,82,Home,3
C0597,26,Female,Hyderabad,69053.64,21,21930.33,1044.3,21,41,Grocery,6
C0598,50,Male,Chennai,40900.94,11,7339.6,667.24,11,57,Electronics,1
C0599,27,Female,Mumbai,39696.31,5,2615.29,523.06,5,108,Grocery,0
C0600,18,Male,Bengaluru,56058.1,5,7407.37,1481.47,5,84,Grocery,3
C0601,45,Female,Bengaluru,102082.18,19,19921.27,1048.49,19,21,Fashion,10
C0602,46,Male,Mumbai,51738.27,15,8884.69,592.31,15,78,Electronics,4
C0603,23,Female,Chennai,38440.59,4,1799.73,449.93,4,118,Electronics,0
C0604,48,Female,Chennai,63233.37,3,8136.21,2712.07,3,84,Fashion,3
C0605,40,Male,Delhi,102904.97,28,15720.82,561.46,28,24,Electronics,4
C0606,46,Male,Hyderabad,52016.76,9,8049.34,894.37,9,51,Electronics,0
C0607,61,Female,Delhi,27111.92,9,3631.87,403.54,9,102,Electronics,5
C0608,49,Male,Hyderabad,63600.16,5,7477.1,1495.42,5,75,Grocery,0
C0609,45,Male,Chennai,80795.05,21,16034.72,763.56,21,12,Electronics,9
C0610,36,Female,Delhi,46204.5,12,7687.9,640.66,12,49,Grocery,0
C0611,42,Female,Chennai,45813.53,2,3312.31,1656.15,2,83,Grocery,0
C0612,32,Female,Delhi,78189.58,10,10527.77,1052.78,10,76,Electronics,7
C0613,38,Female,Hyderabad,77435.29,20,13927.18,696.36,20,10,Grocery,6
C0614,31,Male,Mumbai,64389.0,11,6105.92,555.08,11,39,Grocery,0
C0615,21,Female,Mumbai,34800.08,2,2770.98,1385.49,2,99,Fashion,1
C0616,57,Female,Chennai,69927.16,6,9032.68,1505.45,6,96,Home,3
C0617,31,Male,Mumbai,89182.03,25,26063.47,1042.54,25,14,Fashion,6
C0618,37,Female,Delhi,66930.23,11,6921.25,629.2,11,31,Grocery,6
C0619,21,Male,Hyderabad,39717.01,4,2317.09,579.27,4,106,Grocery,4
C0620,30,Male,Delhi,62335.8,7,10929.76,1561.39,7,83,Electronics,1
C0621,47,Male,Hyderabad,83643.87,19,18527.86,975.15,19,32,Fashion,7
C0622,30,Male,Hyderabad,57191.04,12,7691.51,640.96,12,69,Grocery,2
C0623,54,Male,Delhi,31342.09,5,3250.11,650.02,5,119,Electronics,0
C0624,22,Male,Bengaluru,66233.76,10,10379.27,1037.93,10,81,Grocery,2
C0625,42,Female,Mumbai,100893.68,21,17543.52,835.41,21,24,Home,6
C0626,57,Female,Chennai,55572.32,14,6955.36,496.81,14,63,Electronics,0
C0627,41,Male,Mumbai,45982.51,5,2879.13,575.83,5,101,Fashion,0
C0628,30,Female,Hyderabad,64402.18,5,11709.07,2341.81,5,75,Grocery,0
C0629,26,Female,Delhi,93053.42,21,19257.95,917.05,21,27,Grocery,5
C0630,38,Female,Bengaluru,53597.08,13,6831.72,525.52,13,60,Fashion,1
C0631,31,Male,Delhi,46569.81,1,3139.8,3139.8,1,112,Home,0
C0632,33,Female,Delhi,79047.99,9,10008.28,1112.03,9,71,Home,6
C0633,56,Male,Hyderabad,81422.48,24,16988.17,707.84,24,14,Electronics,9
C0634,28,Female,Delhi,39771.11,12,6487.44,540.62,12,52,Fashion,4
C0635,21,Female,Delhi,50353.63,5,1666.07,333.21,5,108,Electronics,2
C0636,26,Male,Bengaluru,60453.8,5,9547.61,1909.52,5,102,Grocery,4
C0637,33,Female,Bengaluru,86134.18,22,22771.9,1035.09,22,24,Home,6
C0638,52,Female,Bengaluru,48108.85,13,7378.57,567.58,13,49,Grocery,0
C0639,47,Male,Delhi,31671.41,6,2031.26,338.54,6,101,Home,0
C0640,57,Female,Hyderabad,57894.11,8,7830.98,978.87,8,73,Home,4
C0641,18,Male,Delhi,66920.47,25,18128.79,725.15,25,5,Electronics,8
C0642,43,Female,Hyderabad,67397.63,12,2551.07,212.59,12,39,Home,2
C0643,46,Male,Mumbai,23916.51,8,2718.93,339.87,8,111,Home,0
C0644,43,Male,Chennai,68025.4,8,9400.98,1175.12,8,85,Fashion,2
C0645,29,Female,Bengaluru,90045.57,20,16775.94,838.8,20,28,Fashion,7
C0646,18,Non-binary,Delhi,45191.0,13,7957.21,612.09,13,80,Home,1
C0647,38,Female,Bengaluru,38064.21,4,2938.7,734.67,4,127,Electronics,2
C0648,61,Female,Chennai,77906.14,7,10054.69,1436.38,7,79,Fashion,0
C0649,41,Male,Mumbai,94858.47,20,14573.71,728.69,20,36,Home,8
C0650,43,Male,Bengaluru,46540.93,16,5124.46,320.28,16,44,Electronics,3
C0651,22,Female,Mumbai,35453.83,5,3150.82,630.16,5,102,Fashion,3
C0652,35,Female,Bengaluru,73555.91,8,7904.12,988.02,8,82,Fashion,4
C0653,36,Male,Chennai,77423.54,19,17554.14,923.9,19,21,Electronics,5
C0654,42,Male,Mumbai,54918.52,9,7792.87,865.87,9,53,Electronics,2
C0655,51,Female,Bengaluru,39544.07,1,3587.47,3587.47,1,99,Grocery,0
C0656,33,Female,Delhi,75634.13,7,12478.71,1782.67,7,69,Grocery,2
C0657,28,Female,Delhi,98731.13,21,13237.44,630.35,21,2,Fashion,6
C0658,52,Male,Mumbai,58461.4,13,9103.53,700.27,13,74,Grocery,0
C0659,19,Female,Bengaluru,47022.11,4,1810.04,452.51,4,108,Fashion,0
C0660,53,Male,Chennai,69461.07,5,9428.53,1885.71,5,87,Fashion,1
C0661,27,Male,Bengaluru,108753.58,20,18399.06,919.95,20,12,Electronics,9
